CatalogueNumber,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,CollectionEventNumber,Collector,CollectorsFieldNumber,CollectionDate,CollectorSiteID,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,Approximate,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance
V098044,Equisetum telmateia Ehrh.,Equisetum telmateia Ehrh.,giant horsetail; horsetail,Equisetaceae,Equisetum,telmateia,Ehrh.,,,,,,, Adolf Ceska,1981-01-01,,Not Listed,,BE021025, Harvey Janszen,985,1979-04-06,BS018203,British Columbia,,Mayne Island,below Heck Hill,,,False,,,,,,sedge marsh,,
V097677,Equisetum arvense L.,Equisetum arvense L.,common horsetail; horsetail,Equisetaceae,Equisetum,arvense,L.,,,,,,, Adolf Ceska,1981-01-01,,Not Listed,,BE030272, Harvey Janszen,s.n.,1974-04-02,BS026418,British Columbia,,Saturna Island,,,,False,,,,,,,,
V098694,Equisetum hyemale L.,Equisetum hyemale L.,horsetail; scouring-rush,Equisetaceae,Equisetum,hyemale,L.,,,,,,, Adolf Ceska,1981-01-01,,Not Listed,,BE024803, Harvey Janszen,1385,1979-07-18,BS021558,British Columbia,,North Pender Island,Magic Lake,,,False,,,,,,Cedar forest; skunk cabbage fen.,,
V097541,Equisetum hyemale L.,Equisetum hyemale L.,horsetail; scouring-rush,Equisetaceae,Equisetum,hyemale,L.,,,,,,, Adolf Ceska,1985-01-01,,Not Listed,Harvey 1973,BE030329, Harvey Janszen,235,1973-07-18,BS026451,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,Swampy open woods.,,
V087233,Ophioglossum pusillum Raf.,Ophioglossum pusillum Raf.,fern; northern adder's tongue,Ophioglossaceae,Ophioglossum,pusillum,Raf.,,,,,,, Harvey Janszen,1976-01-01,,Blue,Janszen 1976,BE030311, Harvey Janszen,851,1976-06-02,BS026435,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,upper ridge swamp.,,
V083407,Grindelia stricta DC. var. stricta,Grindelia stricta DC. var. stricta,gumweed,Asteraceae,Grindelia,stricta,,,,stricta,,,, Meredith Lane,1993-06-01,"IDD:  19930600; Studies for the Jepson Manual revision (1993); M.A.L. of McGrego Herbarium, University of Kansas (KANU)",Not Listed,Janszen 1975,BE021072, Harvey Janszen,629,1975-07-08,BS018248,British Columbia,,Mayne Island; Mount Parke,,48,-123,False,,,,,,Open bluffs,,
V097276,Deschampsia cespitosa (L.) Beauv. ssp. cespitosa,Deschampsia cespitosa (L.) Beauv. ssp. cespitosa,grass; tufted hairgrass,Poaceae,Deschampsia,cespitosa,,cespitosa,,,,,, Kendrick Marr,2006-01-18,,Not Listed,Janszen 1975,BE021004, Harvey Janszen,s.n.,1975-08-04,BS018186,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.283333333333,False,,,,,,marshy meadow just above tidewater,,
V097218,Brodiaea coronaria (Salisb.) Engl.,Brodiaea coronaria (Salisb.) Engl.,brodiaea; harvest brodiaea,Liliaceae,Brodiaea,coronaria,(Salisb.) Engl.,,,,,,, Robert Preston,2014-07-25,,Not Listed,Janszen 1975,BE030352, Harvey Janszen,s.n.,1975-06-18,BS026472,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,open bluffs,,
V098623,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,, R. Soreng,1993-01-01,,Not Listed,Janszen 1979,BE024804, Harvey Janszen,1221,1979-06-19,BS021559,British Columbia,Gulf Islands,North Pender Island,North Pender Island,48.7833333333333,-123.283333333333,False,,,,,,moist swordfern woods,,
V098725,Juncus gerardii Loisel.,Juncus gerardii Loisel.,Gerard's rush; rush,Juncaceae,Juncus,gerardii,Loisel.,,,,,,,,,,Not Listed,,BE029878, Harvey Janszen,,1979-07-07,BS026072,British Columbia,Gulf Islands,Saltspring Island; Booth Bay,Booth Canal,,,False,,,,,,,,
V083192,Juncus occidentalis (Coville) Wiegand,Juncus occidentalis (Coville) Wiegand,rush; western rush,Juncaceae,Juncus,occidentalis,(Coville) Wiegand,,,,,,, Adolf Ceska,2005-11-15,,Yellow,,BE021027, Harvey Janszen,678,1975-07-09,BS018205,British Columbia,Gulf Islands,Mayne Island,below school,48.85,-123.283333333333,False,,,,,,sedge meadows,,
V083463,Juncus interior Wieg.,Juncus interior Wieg.,inland rush; rush,Juncaceae,Juncus,interior,Wieg.,,,,,,, Jenifer Penny,2002-02-21,Penny of British Columbia Conservation Data Centre,Not Listed,Janszen 1975,BE030334, Harvey Janszen,709,1975-07-11,BS026456,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,wet meadow,,
V097418,Ranunculus occidentalis Nutt. var. occidentalis,Ranunculus occidentalis Nutt. var. occidentalis,buttercup; western buttercup,Ranunculaceae,Ranunculus,occidentalis,,,,occidentalis,,,, T. Brayshaw,1982-08-03,,Not Listed,Wood 1975,BE012119, Harvey Janszen,119,1975-06-07,BS010446,British Columbia,Gulf Islands,Galiano Island,,48.9333333333333,-123.45,False,,,,,,,,
V097772,Ranunculus californicus Benth.,Ranunculus californicus Benth.,buttercup; California buttercup,Ranunculaceae,Ranunculus,californicus,Benth.,,,,,,, T. Brayshaw,1982-11-15,,Red,Janszen 1978,BE030286, Harvey Janszen,969,1978-05-19,BS026424,British Columbia,Gulf Islands,Saturna Island,,,,False,,,,,,moist border of field above S-facing cliffs,,
V098672,Carex utriculata Boott,Carex utriculata Boott,beaked sedge; sedge,Cyperaceae,Carex,utriculata,Boott,,,,,,, Jenifer Penny,2000-08-02,,Not Listed,Janszen 1979,BE029898, Harvey Janszen,1493,1979-08-14,BS026092,British Columbia,Gulf Islands,"Saltspring Island; Bruce, Mount",On lake E of Mount Bruce.,48.75,-123.483333333333,False,,,,1500 ft. (min.),,Sphagnum island on lake.,,
V098659,Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson,Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson,buttercup; lesser spearwort,Ranunculaceae,Ranunculus,flammula,,reptans,,ovalis,(Bigel.) Benson,,, T. Brayshaw,1981-11-17,,Not Listed,Janszen 1979,BE029894, Harvey Janszen,1480,1979-08-14,BS026088,British Columbia,Gulf Islands,"Saltspring Island; Bruce, Mount",E of Mount Bruce,,,False,,,,1300 ft. (min.),,fen,,
V097535,Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson,Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson,buttercup; lesser spearwort,Ranunculaceae,Ranunculus,flammula,,reptans,,ovalis,(Bigel.) Benson,,, T. Brayshaw,1981-11-17,,Not Listed,Janszen 1973,BE030290, Harvey Janszen,263,1973-08-14,BS026425,British Columbia,Gulf Islands,Saturna Island,,48,-123,False,,,,,,shady shore of small lake,,
V097835,Juncus ensifolius Wikstr.,Juncus ensifolius Wikstr.,dagger-leaf rush; rush,Juncaceae,Juncus,ensifolius,Wikstr.,,,,,,,,,,Not Listed,,BE012139, Harvey Janszen,,1979-07-07,BS010464,British Columbia,Gulf Islands,Galiano Island,North end of Galiano Island,,,False,,,,,,,,
V097445,Luzula subsessilis (S. Wats.) Buch.,Luzula subsessilis (S. Wats.) Buch.,short-stalked wood-rush; wood-rush,Juncaceae,Luzula,subsessilis,(S. Wats.) Buch.,,,,,,, Adolf Ceska,2002-02-14,Ceska is employed by British Columbia Conservation Data Centre in 20020200,Not Listed,Janszen 1973,BE030335, Harvey Janszen,27,1973-05-03,BS026457,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,"open rocky woods, cliffs in shadier spots",,
V098661,Carex lenticularis Michx. var. limnophila (Holm) Cronq.,Carex lenticularis Michx. var. limnophila (Holm) Cronq.,Hind's sedge; sedge,Cyperaceae,Carex,lenticularis,,,,limnophila,(Holm) Cronq.,,, Adolf Ceska,2000-08-01,,Not Listed,Janszen 1979,BE029896, Harvey Janszen,1482,1979-08-14,BS026090,British Columbia,Gulf Islands,"Saltspring Island; Bruce, Mount",E side of Mount Bruce.,48.7666666666667,-123.5,False,,,,1300 ft. (min.),,Fen.,,
V097570,Stellaria borealis Bigelow ssp. sitchana (Steud.) Piper & Beattie,Stellaria borealis Bigelow ssp. sitchana (Steud.) Piper & Beattie,boreal starwort; starwort,Caryophyllaceae,Stellaria,borealis,,sitchana,(Steud.) Piper & Beattie,,,,, Richard Rabeler,2008-01-01,IDD:  20080000; Rabeler from the University of Michigan Herbarium,Not Listed,Janszen 19734,BE030346, Harvey Janszen,107,1973-05-15,BS026468,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,on mound in wet woods and on edge of sunny ditch in overgrown pasture,,
V083458,Piperia unalascensis (Spreng.) Rydb.,Piperia unalascensis (Spreng.) Rydb.,Alaska rein orchid; orchid,Orchidaceae,Piperia,unalascensis,(Spreng.) Rydb.,,,,,,, Shelagh Graham,1998-01-01,,Not Listed,Janszen 1975,BE021003, Harvey Janszen,759,1975-08-04,BS018185,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.283333333333,False,,,,,,dry open fir woods,,
V083246,Carex lasiocarpa Ehrh.,Carex lasiocarpa Ehrh.,sedge; slender sedge,Cyperaceae,Carex,lasiocarpa,Ehrh.,,,,,,, Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,BE012141, Harvey Janszen,745,1975-07-24,BS010466,British Columbia,Gulf Islands,Galiano Island,North Galiano,48.8791666666667,-123.316666666667,False,,,,,,sphagnum bog,,
V083231,Dianthus armeria L.,Dianthus armeria L.,Deptford Pink; pink,Caryophyllaceae,Dianthus,armeria,L.,,,,,,, Richard Rabeler,1998-01-01,IDD:  19980000; Rabeler of MICH for Flora of North America,Not Listed,Janszen 1975,BE012178, Harvey Janszen,713,1975-07-18,BS010502,British Columbia,Gulf Islands,Galiano; Montague Harbour,above Montague Harbour,48.8833333333333,-123.383333333333,False,,,,,,roadside,,
V097880,Dactylis glomerata L.,Dactylis glomerata L.,grass; orchard-grass,Poaceae,Dactylis,glomerata,L.,,,,,,, Harvey Janszen,1979-01-01,,Not Listed,,BE012160, Harvey Janszen,1133,1979-06-08,BS010485,British Columbia,Gulf Islands,Galiano Island; Georgeson Bay,Georgeson Bay Road,48.85,-123.333333333333,False,,,,,,waste ground; meadow,,
V087216,Poa howellii Vasey & Scribn.,Poa howellii Vasey & Scribn.,grass; Howell's bluegrass,Poaceae,Poa,howellii,Vasey & Scribn.,,,,,,, R. Soreng,1993-01-01,,Not Listed,Janszen 1976,BE030381, Harvey Janszen,887,1976-06-22,BS026501,British Columbia,Gulf Islands,Saturna Island,Potato Hill,48.7833333333333,-123.15,False,,,,,,"shady oak copse, also in douglas fir-arbutus talus areas below bluffs",,
V097967,Grindelia stricta DC. var. stricta,Grindelia stricta DC. var. stricta,gumweed,Asteraceae,Grindelia,stricta,,,,stricta,,,, Meredith Lane,1993-06-01,"IDD:  19930600; Studies for the Jepson Manual revision (1993); M.A.L. of McGregor Herbarium, University of Kansas (KANU)",Not Listed,Janszen 1974,BE020979, Harvey Janszen,1437,1979-07-27,BS018163,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.283333333333,False,,,,,,sandy bars and shale banks above sea; Camp Bay,,
V083444,Stellaria borealis Bigelow ssp. sitchana (Steud.) Piper & Beattie,Stellaria borealis Bigelow ssp. sitchana (Steud.) Piper & Beattie,boreal starwort; starwort,Caryophyllaceae,Stellaria,borealis,,sitchana,(Steud.) Piper & Beattie,,,,, Richard Rabeler,2008-01-01,IDD:  20080000; Rabeler from the University of Michigan Herbarium,Not Listed,Janszen 1975,BE030347, Harvey Janszen,592,1975-06-03,BS026468,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,beside brook in wet forest,,
V097897,Juncus ensifolius Wikstr.,Juncus ensifolius Wikstr.,dagger-leaf rush; rush,Juncaceae,Juncus,ensifolius,Wikstr.,,,,,,,,,,Not Listed,,BE012164, Harvey Janszen,,1979-06-08,BS010489,British Columbia,Gulf Islands,Galiano Island; Montague Harbour,,,,False,,,,,,,,
V097669,"Mimulus sookensis B.G. Benedict, Modlisz, Sweigart, N.H. Martin, Ganders & John H. Willis","Mimulus sookensis B.G. Benedict, Modlisz, Sweigart, N.H. Martin, Ganders & John H. Willis",monkey-flower; Sooke form of monkey-flower,Scrophulariaceae,Mimulus,sookensis,"B.G. Benedict, Modlisz, Sweigart, N.H. Martin, Ganders & John H. Willis",,,,,,, Jennifer Modliszewski,2012-12-19,,Not Listed,Janszen 1974,BE030342, Harvey Janszen,s.n.,1974-03-17,BS026464,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,clefts on cliffs in rocks; very wet,,
V097301B,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,, R. Soreng,1990-01-01,,Not Listed,Janszen 1975,BE020976, Harvey Janszen,s.n.,1975-07-09,BS018162,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.283333333333,False,,,,,,"dry, hillside meadow",,
V095295,Poa annua L.,Poa annua L.,annual bluegrass; grass,Poaceae,Poa,annua,L.,,,,,,, R. Soreng,1993-01-01,,Not Listed,Janszen 1974,BE030371, Harvey Janszen,343,1974-05-29,BS026491,British Columbia,Gulf Islands,Saturna Island,Java Islets,48.8,-123.2,False,,,,,,,,
V129562,Deschampsia cespitosa (L.) Beauv. ssp. cespitosa,Deschampsia cespitosa (L.) Beauv. ssp. cespitosa,grass; tufted hairgrass,Poaceae,Deschampsia,cespitosa,,cespitosa,,,,,, Kendrick Marr,2006-01-18,,Not Listed,Janszen 1975,BE021005, Harvey Janszen,782,1975-08-04,BS018186,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.283333333333,False,,,,,,wet meadow,"tufts, no rhizome",
V097778,Danthonia californica Boland.,Danthonia californica Boland.,California oatgrass; grass,Poaceae,Danthonia,californica,Boland.,,,,,,, Harvey Janszen,1979-01-01,,Not Listed,,BE021056, Harvey Janszen,962,1977-06-14,BS018232,British Columbia,Gulf Islands,Mayne Island,third hill east above Navy Channel,48.85,-123.283333333333,False,,,,,,"open bluffs; grassland of Stipa, Festuca rubra and Elymus",,
V095473,Dactylis glomerata L.,Dactylis glomerata L.,grass; orchard-grass,Poaceae,Dactylis,glomerata,L.,,,,,,, Harvey Janszen,1974-01-01,,Not Listed,,BE030325, Harvey Janszen,360,1974-06-10,BS026448,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,"meadow, natural orchard and roadside",,
V097776,Juncus gerardii Loisel.,Juncus gerardii Loisel.,Gerard's rush; rush,Juncaceae,Juncus,gerardii,Loisel.,,,,,,,,,,Not Listed,,BE023742, Harvey Janszen,,1977-05-30,BS020590,British Columbia,Gulf Islands,N Pender Island; Bedwell Harbour,N side of Wallac...,,,False,,,,,,,,
V097449,Carex exsiccata Bailey,Carex exsiccata Bailey,inflated sedge; sedge,Cyperaceae,Carex,exsiccata,Bailey,,,,,,, Jenifer Penny,2000-08-02,,Not Listed,Janszen 1973,BE030314, Harvey Janszen,223,1973-07-08,BS026438,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,Shallow lakes.,,
V097977,Carex crawfordii Fern.,Carex crawfordii Fern.,Crawford's sedge; sedge,Cyperaceae,Carex,crawfordii,Fern.,,,,,,, Frank Lomer,2000-04-02,,Not Listed,,BE020983, Harvey Janszen,1126,1979-06-04,BS018166,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.283333333333,False,,,,,,Sedge fen.,FL: Not C. feta; ventral leaf sheath largely hyaline too immature; but probably C. crawfordii.,
V098003,Carex lenticularis Michx. var. limnophila (Holm) Cronq.,Carex lenticularis Michx. var. limnophila (Holm) Cronq.,Hind's sedge; sedge,Cyperaceae,Carex,lenticularis,,,,limnophila,(Holm) Cronq.,,, Adolf Ceska,2000-08-01,,Not Listed,Janszen 1979,BE012082, Harvey Janszen,1299,1979-06-28,BS010415,British Columbia,Gulf Islands,Galiano Island,,48.9333333333333,-123.45,False,,,,,,Farm fields.,,
V097540,Piperia transversa Suksdorf,Piperia transversa Suksdorf,orchid; royal rein orchid,Orchidaceae,Piperia,transversa,Suksdorf,,,,,,, Heather Stewart,1999-11-01,,Not Listed,Newcombe 1961,BE030313, Harvey Janszen,215,1973-07-08,BS026437,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,Very dry woods,,
V098673,Juncus ensifolius Wikstr.,Juncus ensifolius Wikstr.,dagger-leaf rush; rush,Juncaceae,Juncus,ensifolius,Wikstr.,,,,,,,,,,Not Listed,,BE029893, Harvey Janszen,,1979-08-14,BS026087,British Columbia,Gulf Islands,"Saltspring Island; Bruce, Mount",E of Mount Bruce,,,False,,,,,,,,
V098545,Eleocharis palustris (L.) Roem. & J.A. Schult.,Eleocharis palustris (L.) Roem. & J.A. Schult.,common spike-rush; spike-rush,Cyperaceae,Eleocharis,palustris,(L.) Roem. & J.A. Schult.,,,,,,, S. Smith,2000-01-01,"IDD:  20000000; S. Galen Smith from University of Wisconsin-Madison (WIS) working on a Flora of North America project and states: ""as det.""",Not Listed,Janszen 1979,BE024822, Harvey Janszen,1393,1979-07-18,BS021577,British Columbia,Gulf Islands,North Pender Island; Roe Lake,,48.7833333333333,-123.3,False,,,,,,wet peaty shore,,
V087237,Torilis japonica (Houtt.) DC.,Torilis japonica (Houtt.) DC.,hedge-parsley; upright hedge-parsley,Apiaceae,Torilis,japonica,(Houtt.) DC.,,,,,,, Harvey Janszen,1976-01-01,,Not Listed,Janszen 1976,BE012172, Harvey Janszen,900,1976-07-13,BS010496,British Columbia,,Galiano Island; Mount Sutil,,,,False,,,,,,widespread on open S bluff face,,
V097463,Juncus effusus L.,Juncus effusus L.,common rush; rush,Juncaceae,Juncus,effusus,L.,,,,,,,,,,Not Listed,,BE030284, Harvey Janszen,,1973-07-10,BS026424,British Columbia,Gulf Islands,Saturna Island,,,,False,,,,,,,,
V083230,Carex utriculata Boott,Carex utriculata Boott,beaked sedge; sedge,Cyperaceae,Carex,utriculata,Boott,,,,,,, Jenifer Penny,2000-08-02,,Not Listed,Janszen 1975,BE020984, Harvey Janszen,658,1975-07-09,BS018167,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.283333333333,False,,,,,,Boggy sedgy meadow; some standing water.,,
V095300,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,, R. Soreng,1993-01-01,,Not Listed,Janszen 1974,BE030363, Harvey Janszen,379,1974-06-22,BS026483,British Columbia,Gulf Islands,Saturna Island,,48.8,-123.2,False,,,,,,wet shady woods,,
V083432,Ranunculus repens L.,Ranunculus repens L.,buttercup; creeping buttercup,Ranunculaceae,Ranunculus,repens,L.,,,,,,, Margaret Heimburger,1979-07-01,,Not Listed,Janszen 1975,BE020966, Harvey Janszen,509,1975-05-29,BS018159,British Columbia,Gulf Islands,Mayne Island,,48,-123,False,,,,,,beside stream in moist woods,,
V097584,Aquilegia formosa Fisch. ex DC.,Aquilegia formosa Fisch. ex DC.,columbine; Sitka columbine,Ranunculaceae,Aquilegia,formosa,Fisch. ex DC.,,,,,,, T. Brayshaw,1974-01-01,,Not Listed,Janszen 1973,BE030274, Harvey Janszen,119,1973-06-01,BS026419,British Columbia,,Saturna Island,,48,-123,False,,,,,,,,
V097974,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,, R. Soreng,1993-01-01,,Not Listed,Janszen 1979,BE021047, Harvey Janszen,1094,1979-05-31,BS018223,British Columbia,Gulf Islands,Mayne Island,Mayne Island,48.85,-123.283333333333,False,,,,,,wet farm fields,,
V097865,Poa compressa L.,Poa compressa L.,Canada bluegrass; grass,Poaceae,Poa,compressa,L.,,,,,,, R. Soreng,1993-01-01,,Not Listed,Janszen 1979,BE012129, Harvey Janszen,1265,1979-06-28,BS010454,British Columbia,Gulf Islands,Galiano Island,Clam Bay Road; gravel pit sec-L-66,48.9333333333333,-123.45,False,,,,,,waste ground; moist roadside,some lemmas moderately webbed,
V097214,Poa pratensis L.,Poa pratensis L.,grass; Kentucky bluegrass,Poaceae,Poa,pratensis,L.,,,,,,, R. Soreng,1993-01-01,,Not Listed,Janszen 1975,BE030376, Harvey Janszen,s.n.,1975-06-09,BS026496,British Columbia,Gulf Islands,Saturna Island,Narvaez Bay,48.7833333333333,-123.15,False,,,,,,rock shelf above bay,,
V078905,Grindelia stricta DC. var. stricta,Grindelia stricta DC. var. stricta,gumweed,Asteraceae,Grindelia,stricta,,,,stricta,,,, Meredith Lane,1993-06-01,"IDD:  19930600; Studies for the Jepson Manual revision (1993); M.A.L. of McGrego Herbarium, University of Kansas (KANU)",Not Listed,Janszen 1973,BE030275, Harvey Janszen,219,1973-07-04,BS026419,British Columbia,,Saturna Island,,48,-123,False,,,,,,cliffs and bluffs above sea,,
V083306,Brodiaea coronaria (Salisb.) Engl.,Brodiaea coronaria (Salisb.) Engl.,brodiaea; harvest brodiaea,Liliaceae,Brodiaea,coronaria,(Salisb.) Engl.,,,,,,, Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,BE026289, Harvey Janszen,630,1975-07-08,BS022826,British Columbia,Gulf Islands,"Parke, Mount; Mayne Island",,48.8333333333333,-123.3,False,,,,,,dry ridge,,
V083337,Ranunculus occidentalis Nutt. var. occidentalis,Ranunculus occidentalis Nutt. var. occidentalis,buttercup; western buttercup,Ranunculaceae,Ranunculus,occidentalis,,,,occidentalis,,,, T. Brayshaw,1982-08-03,,Not Listed,Janszen 1975,BE021015, Harvey Janszen,484,1975-05-28,BS018194,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.283333333333,False,,,,,,dry open bluff ridges,,
